audio_path,audio_filename.wav,subtitle,text_for_tts,original_english
\voice\driver_swaps\2_minutes_left_in_stint,3.wav,uns bleiben zwei Minuten bis dieses Fahrer-Shift endet,uns bleiben zwei Minuten bis dieses Fahrer-Shift endet,we got 2 minutes left of this driver stint
\voice\driver_swaps\2_minutes_left_in_stint,4.wav,wir müssen in zwei Minuten wechseln,wir müssen in zwei Minuten wechseln,we'll need to swap in 2 minutes
\voice\driver_swaps\2_minutes_left_in_stint,5.wav,für Fahrerwechsel in zwei Minuten notwendig,für Fahrerwechsel in zwei Minuten notwendig,need to change drivers in 2 minutes
\voice\driver_swaps\5_minutes_left_in_stint,1.wav,fünf Minuten bis wir das Fahrzeug tauschen müssen,fünf Minuten bis wir das Fahrzeug tauschen müssen,5 minutes left before we gotta swap
\voice\driver_swaps\5_minutes_left_in_stint,2.wav,fünf Minuten übrig in dieser Runde,fünf Minuten übrig in dieser Runde,5 minutes left in this stint
\voice\driver_swaps\5_minutes_left_in_stint,3.wav,fünf Minuten übrig in dieser Fahrer-Runde,fünf Minuten übrig in dieser Fahrer-Runde,5 minutes left in this driver stint
\voice\driver_swaps\5_minutes_left_in_stint,4.wav,wir müssen den Fahrer in fünf Minuten tauschen,wir müssen den Fahrer in fünf Minuten tauschen,we'll need to swap drivers in 5 minutes
\voice\driver_swaps\5_minutes_left_in_stint,5.wav,wir brauchen eine Fahrerwechsel in fünf Minuten,wir brauchen eine Fahrerwechsel in fünf Minuten,we need a driver change in 5 minutes
\voice\driver_swaps\pit_now_for_driver_change,1.wav,"Fahrerwechsel, Boxenstopp, Boxenstopp, Boxenstopp","Fahrerwechsel, Boxenstopp, Boxenstopp, Boxenstopp","driver change, box, box, box"
\voice\driver_swaps\pit_now_for_driver_change,2.wav,"Fahrerwechsel, jetzt an die Box","Fahrerwechsel, jetzt an die Box","driver change, pit now"
\voice\driver_swaps\pit_now_for_driver_change,3.wav,Wir tanken jetzt für einen Fahrerwechsel,Wir tanken jetzt für einen Fahrerwechsel,we're pitting now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,4.wav,wir müssen uns jetzt im Boxenstopp für einen Fahrerwechsel einfinden,wir müssen uns jetzt im Boxenstopp für einen Fahrerwechsel einfinden,we need to pit now for a driver change
\voice\driver_swaps\pit_now_for_driver_change,5.wav,"Box, Box, Box, wir machen diesmal einen Fahrerwechsel","Box, Box, Box, wir machen diesmal einen Fahrerwechsel","box, box, box, we're doing a driver change this time"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,1.wav,"Boxe diese Runde aus wegen Fahrerwechsel, das ist deine letzte Zeit im Auto","Boxe diese Runde aus wegen Fahrerwechsel, das ist deine letzte Zeit im Auto","box this lap for a driver change, this is your last time in the car"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,2.wav,"unsere Zeit im Auto ist um, fahr in die Boxen diese Runde für einen Fahrerwechsel","unsere Zeit im Auto ist um, fahr in die Boxen diese Runde für einen Fahrerwechsel","our time in the car is up, pit this lap for a driver change"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,3.wav,"Boxe diese Runde wegen Fahrerwechsel, wir haben keine weiteren Stint mehr","Boxe diese Runde wegen Fahrerwechsel, wir haben keine weiteren Stint mehr","box this lap for a driver change, we've got no more stints left"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,4.wav,"pitten Sie diesen Rennsatz für einen Fahrerwechsel, unsere Zeit im Auto ist um","pitten Sie diesen Rennsatz für einen Fahrerwechsel, unsere Zeit im Auto ist um","pit this lap for a driver change, our time in the car is up"
\voice\driver_swaps\pit_this_lap_driver_change_no_more_stints,5.wav,"Boxe diese Runde wegen Fahrerwechsel, wir haben keine Zeit mehr im Auto","Boxe diese Runde wegen Fahrerwechsel, wir haben keine Zeit mehr im Auto","box this lap for a driver change, we've got no more time left in the car"
\voice\driver_swaps\pit_this_lap_for_driver_change,1.wav,Pitstop in dieser Runde für die Fahrerwechsel,Pitstop in dieser Runde für die Fahrerwechsel,pit this lap for your driver change
\voice\driver_swaps\pit_this_lap_for_driver_change,2.wav,Pitstop in dieser Runde für einen Fahrerwechsel,Pitstop in dieser Runde für einen Fahrerwechsel,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,3.wav,Boxe diese Runde für einen Fahrerwechsel,Boxe diese Runde für einen Fahrerwechsel,box this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,4.wav,Pitstop in dieser Runde für einen Fahrertausch,Pitstop in dieser Runde für einen Fahrertausch,pit this lap for a driver swap
\voice\driver_swaps\pit_this_lap_for_driver_change,5.wav,Pitstop in dieser Runde wegen Fahrerwechsel,Pitstop in dieser Runde wegen Fahrerwechsel,pit this lap for a driver change
\voice\engine_monitor\all_clear,1_op_prefix_ok.wav,Ihre Motortemperaturen sehen jetzt besser aus,Ihre Motortemperaturen sehen jetzt besser aus,your engine temperatures are looking better now
\voice\engine_monitor\all_clear,2_op_prefix_ok.wav,"ihre motortemperaturen sind in ordnung, alles klar bei den motortemperaturen","ihre motortemperaturen sind in ordnung, alles klar bei den motortemperaturen","your engine temperatures are okay, all clear on engine temperatures"
\voice\engine_monitor\all_clear,3_op_prefix_ok.wav,Ihre Motortemperaturen sind jetzt wieder normal,Ihre Motortemperaturen sind jetzt wieder normal,your engine temperatures are now back to normal
\voice\engine_monitor\hot_oil,1_op_prefix_ok.wav,"Achten Sie auf Ihre Öltemperatur, sie steigt langsam an","Achten Sie auf Ihre Öltemperatur, sie steigt langsam an","keep an eye on your oil temperature, it's creeping up"
\voice\engine_monitor\hot_oil,2_op_prefix_ok.wav,Deine Öltemperatur wird ein wenig hoch.,Deine Öltemperatur wird ein wenig hoch.,your oil temperature's getting a bit high
\voice\engine_monitor\hot_oil,3_op_prefix_ok.wav,"Achten Sie auf Ihre Öltemperatur, sie ist ziemlich hoch","Achten Sie auf Ihre Öltemperatur, sie ist ziemlich hoch","watch your oil temperature, it's pretty high"
\voice\engine_monitor\hot_oil_and_water,1.wav,"Ihre Öl- und Wassertemperaturen sind hoch, Sie müssen etwas zurücknehmen","Ihre Öl- und Wassertemperaturen sind hoch, Sie müssen etwas zurücknehmen","your oil and water temperatures are high, you need to back off a little"
\voice\engine_monitor\hot_oil_and_water,2.wav,"Deine Öl- und Wassertemperaturen sind beide hoch, du solltest vielleicht etwas langsamer fahren.","Deine Öl- und Wassertemperaturen sind beide hoch, du solltest vielleicht etwas langsamer fahren.","your oil and water temperatures are both high, you might need to take it easy for a bit"
\voice\engine_monitor\hot_oil_and_water,3_op_prefix_ok.wav,"Ihr Wasser und Ihre Öltemperatur sind derzeit beide ziemlich hoch, versuchen Sie es etwas ruhiger anzugehen","Ihr Wasser und Ihre Öltemperatur sind derzeit beide ziemlich hoch, versuchen Sie es etwas ruhiger anzugehen","your water and your oil are both looking pretty hot right now, try and take it easy"
\voice\engine_monitor\hot_oil_and_water,sweary_4_op_prefix_ok.wav,"wenn du diesen Motor nicht kühlst, dann bist du wirklich am Arsch","wenn du diesen Motor nicht kühlst, dann bist du wirklich am Arsch",if you don't cool this engine you're really gonna fuck it up
\voice\engine_monitor\hot_water,1_op_prefix_ok.wav,deine Wasserm temperatur steigt an,deine Wasserm temperatur steigt an,your water temperature's creeping up
\voice\engine_monitor\hot_water,2_op_prefix_ok.wav,deine Wasserm temperatur sieht ziemlich hoch aus,deine Wasserm temperatur sieht ziemlich hoch aus,your water temperature looks quite high
\voice\engine_monitor\hot_water,3_op_prefix_ok.wav,"Sie müssen auf die Wasserm temperatur achten, sie ist ein wenig hoch","Sie müssen auf die Wasserm temperatur achten, sie ist ein wenig hoch","you want to watch your water temperature, it's looking a little high"
\voice\engine_monitor\low_fuel_pressure,1.wav,"dein Treibstoffdruck sinkt, das sieht nicht gut aus","dein Treibstoffdruck sinkt, das sieht nicht gut aus","your fuel pressure's dropping, it doesn't look good"
\voice\engine_monitor\low_fuel_pressure,2.wav,"in Ordnung, Kumpel, dein Treibstoffdruck fällt","in Ordnung, Kumpel, dein Treibstoffdruck fällt","okay, mate, your fuel pressure's dropping"
\voice\engine_monitor\low_fuel_pressure,3_rq_prefix_ok.wav,Sie haben niedrigen Treibstoffdruck,Sie haben niedrigen Treibstoffdruck,you have low fuel pressure
\voice\engine_monitor\low_fuel_pressure,4.wav,hier haben wir eine Benzindruckwarnung,hier haben wir eine Benzindruckwarnung,we got a fuel pressure warning here
\voice\engine_monitor\low_fuel_pressure,5_op_prefix_ok.wav,dein Treibstoffdruck sinkt,dein Treibstoffdruck sinkt,your fuel pressure's dropping
\voice\engine_monitor\low_fuel_pressure,6.wav,niedriger Treibstoffdruck,niedriger Treibstoffdruck,low fuel pressure
\voice\engine_monitor\low_oil_pressure,1_op_prefix_ok.wav,"wir sehen niedrigen Öldruck, besser wir behalten das im Auge","wir sehen niedrigen Öldruck, besser wir behalten das im Auge","we're seeing low oil pressure, better keep an eye on it"
\voice\engine_monitor\low_oil_pressure,2.wav,"es sieht so aus, als hätten wir Probleme mit dem Öldruck","es sieht so aus, als hätten wir Probleme mit dem Öldruck",looks like we got oil pressure issues
\voice\engine_monitor\low_oil_pressure,3_op_prefix_ok.wav,wir sehen hier eine Warnung für niedrigen Öldruck,wir sehen hier eine Warnung für niedrigen Öldruck,we're seeing a low oil pressure warning here
\voice\engine_monitor\low_oil_pressure,4.wav,wir sehen eine Warnung vor niedrigem Öldruck,wir sehen eine Warnung vor niedrigem Öldruck,we're seeing a low oil pressure warning
\voice\engine_monitor\low_oil_pressure,5.wav,"sieht so aus, als hättest du hier ein Problem mit dem Öldruck","sieht so aus, als hättest du hier ein Problem mit dem Öldruck",looks like you got oil pressure issues here
\voice\engine_monitor\oil_temp_intro,1.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\oil_temp_intro,2.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\oil_temp_intro,3.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\oil_temp_intro,4.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\oil_temp_intro,5.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\oil_temp_intro,6.wav,Ihre Öltemperatur ist,Ihre Öltemperatur ist,your oil temp is
\voice\engine_monitor\stalled,1.wav,"in Ordnung, Kumpel, nimm einen tiefen Atemzug, starte es wieder, steig drauf zurück","in Ordnung, Kumpel, nimm einen tiefen Atemzug, starte es wieder, steig drauf zurück","okay, mate, take a breath, fire it back up, get back on it"
\voice\engine_monitor\stalled,2_op_prefix_oh_dear.wav,erneuere es und geh drauf,erneuere es und geh drauf,restart it and get on it
\voice\engine_monitor\stalled,3_op_prefix_bad_luck.wav,"nehmen Sie sich Zeit, starten Sie es wieder und kommen Sie zurück zum Rennen","nehmen Sie sich Zeit, starten Sie es wieder und kommen Sie zurück zum Rennen","take your time, start it back up and get back in the race"
\voice\engine_monitor\stalled,4_op_prefix_ok.wav,"starte es wieder, stürze dich erneut in den Kampf","starte es wieder, stürze dich erneut in den Kampf","fire it back up, get back into the fray"
\voice\engine_monitor\stalled,5.wav,"in Ordnung, nimm dir Zeit, lass es einfach anspringen","in Ordnung, nimm dir Zeit, lass es einfach anspringen","okay, take your time, just get it started"
\voice\engine_monitor\stalled,6_op_prefix_oh_dear.wav,"starte es neu, krieg beim nächsten Mal die Kupplung unter Kontrolle","starte es neu, krieg beim nächsten Mal die Kupplung unter Kontrolle","restart it, get the clutch it next time"
\voice\engine_monitor\stalled,7_op_prefix_bad_luck.wav,"mach keinen Fehler, bring es zum Laufen, setze es zurück in den Rennen","mach keinen Fehler, bring es zum Laufen, setze es zurück in den Rennen","don't rush, get it running, back it back in the race"
\voice\engine_monitor\water_temp_intro,1.wav,Ihre Wassertemperatur ist,Ihre Wassertemperatur ist,your water temp is
\voice\engine_monitor\water_temp_intro,2.wav,Ihre Wasserm temperatur ist,Ihre Wasserm temperatur ist,your water temp is
\voice\engine_monitor\water_temp_intro,3.wav,Ihre Wasserm temperatur ist,Ihre Wasserm temperatur ist,your water temp is
\voice\engine_monitor\water_temp_intro,4.wav,Ihre Wasserm temperatur ist,Ihre Wasserm temperatur ist,your water temp is
\voice\engine_monitor\water_temp_intro,5.wav,Ihre Wassertemperatur ist,Ihre Wassertemperatur ist,your water temp is
\voice\engine_monitor\water_temp_intro,6.wav,Ihre Wassertemperatur ist,Ihre Wassertemperatur ist,your water temp is
\voice\flags\and,1.wav,und,und,and
\voice\flags\and,2.wav,und,und,and
\voice\flags\and,3.wav,und,und,and
\voice\flags\and,4.wav,und,und,and
\voice\flags\black_flag,1.wav,uns wird die schwarze Flagge gezeigt,uns wird die schwarze Flagge gezeigt,we're shown the black flag
\voice\flags\black_flag,2.wav,"schwarze Flagge, uns wird die schwarze Flagge gezeigt","schwarze Flagge, uns wird die schwarze Flagge gezeigt","black flag, we're being shown the black flag"
\voice\flags\black_flag,3.wav,schwarze Flagge,schwarze Flagge,black flag
\voice\flags\blue_flag,1.wav,blaue Flagge,blaue Flagge,blue flag
\voice\flags\blue_flag,2.wav,blaue Flagge,blaue Flagge,blue flag
\voice\flags\blue_flag,3.wav,blaue Flagge,blaue Flagge,blue flag
\voice\flags\blue_flag,4.wav,blaue Flagge,blaue Flagge,blue flag
\voice\flags\choose_a_lane_by_staying_left_or_right,1.wav,"in Ordnung, wir sind der Anführer, lass uns die Spur aussuchen, von der aus wir starten werden","in Ordnung, wir sind der Anführer, lass uns die Spur aussuchen, von der aus wir starten werden","okay, we're the leader, let's choose the lane we're gonna start in"
\voice\flags\choose_a_lane_by_staying_left_or_right,2.wav,"du bist der Anführer, wähle die Spur aus, auf der du losfahren willst","du bist der Anführer, wähle die Spur aus, auf der du losfahren willst","you are the leader, choose the lane you want to start in"
