audio_filename,original_text,text_for_tts
\voice\engine_monitor\hot_oil_and_water:1.wav,"your oil and water temperatures are high, you need to back off a little",
\voice\engine_monitor\hot_oil_and_water:2.wav,"your oil and water temperatures are both high, you might need to take it easy for a bit",
\voice\engine_monitor\hot_oil_and_water:3_op_prefix_ok.wav,"your water and your oil are both looking pretty hot right now, try and take it easy",
\voice\engine_monitor\hot_oil_and_water:sweary_4_op_prefix_ok.wav,if you don't cool this engine you're really gonna fuck it up,
\voice\engine_monitor\hot_water:1_op_prefix_ok.wav,your water temperature's creeping up,
\voice\engine_monitor\hot_water:2_op_prefix_ok.wav,your water temperature looks quite high,
\voice\engine_monitor\hot_water:3_op_prefix_ok.wav,"you want to watch your water temperature, it's looking a little high",
\voice\engine_monitor\low_fuel_pressure:1.wav,"your fuel pressure's dropping, it doesn't look good",
\voice\engine_monitor\low_fuel_pressure:2.wav,"okay, mate, your fuel pressure's dropping",
\voice\engine_monitor\low_fuel_pressure:3_rq_prefix_ok.wav,you have low fuel pressure,
\voice\engine_monitor\low_fuel_pressure:4.wav,we got a fuel pressure warning here,
\voice\engine_monitor\low_fuel_pressure:5_op_prefix_ok.wav,your fuel pressure's dropping,
\voice\engine_monitor\low_fuel_pressure:6.wav,low fuel pressure,
\voice\engine_monitor\low_oil_pressure:1_op_prefix_ok.wav,"we're seeing low oil pressure, better keep an eye on it",
\voice\engine_monitor\low_oil_pressure:2.wav,looks like we got oil pressure issues,
\voice\engine_monitor\low_oil_pressure:3_op_prefix_ok.wav,we're seeing a low oil pressure warning here,
\voice\engine_monitor\low_oil_pressure:4.wav,we're seeing a low oil pressure warning,
\voice\engine_monitor\low_oil_pressure:5.wav,looks like you got oil pressure issues here,
\voice\engine_monitor\oil_temp_intro:1.wav,your oil temp is,
\voice\engine_monitor\oil_temp_intro:2.wav,your oil temp is,
\voice\engine_monitor\oil_temp_intro:3.wav,your oil temp is,
\voice\engine_monitor\oil_temp_intro:4.wav,your oil temp is,
\voice\engine_monitor\oil_temp_intro:5.wav,your oil temp is,
\voice\engine_monitor\oil_temp_intro:6.wav,your oil temp is,
\voice\engine_monitor\stalled:1.wav,"okay, mate, take a breath, fire it back up, get back on it",
\voice\engine_monitor\stalled:2_op_prefix_oh_dear.wav,restart it and get on it,
\voice\engine_monitor\stalled:3_op_prefix_bad_luck.wav,"take your time, start it back up and get back in the race",
\voice\engine_monitor\stalled:4_op_prefix_ok.wav,"fire it back up, get back into the fray",
\voice\engine_monitor\stalled:5.wav,"okay, take your time, just get it started",
\voice\engine_monitor\stalled:6_op_prefix_oh_dear.wav,"restart it, get the clutch it next time",
\voice\engine_monitor\stalled:7_op_prefix_bad_luck.wav,"don't rush, get it running, back it back in the race",
\voice\engine_monitor\water_temp_intro:1.wav,your water temp is,
\voice\engine_monitor\water_temp_intro:2.wav,your water temp is,
\voice\engine_monitor\water_temp_intro:3.wav,your water temp is,
\voice\engine_monitor\water_temp_intro:4.wav,your water temp is,
\voice\engine_monitor\water_temp_intro:5.wav,your water temp is,
\voice\engine_monitor\water_temp_intro:6.wav,your water temp is,
\voice\flags\and:1.wav,and,
\voice\flags\and:2.wav,and,
\voice\flags\and:3.wav,and,
\voice\flags\and:4.wav,and,
\voice\flags\black_flag:1.wav,we're shown the black flag,
\voice\flags\black_flag:2.wav,"black flag, we're being shown the black flag",
\voice\flags\black_flag:3.wav,black flag,
\voice\flags\blue_flag:1.wav,blue flag,
\voice\flags\blue_flag:2.wav,blue flag,
\voice\flags\blue_flag:3.wav,blue flag,
\voice\flags\blue_flag:4.wav,blue flag,
\voice\flags\choose_a_lane_by_staying_left_or_right:1.wav,"okay, we're the leader, let's choose the lane we're gonna start in",
\voice\flags\choose_a_lane_by_staying_left_or_right:2.wav,"you are the leader, choose the lane you want to start in",
\voice\flags\choose_a_lane_by_staying_left_or_right:3.wav,"you're the leader, you can choose the lane you want to start in",
\voice\flags\clear_to_overtake:1.wav,"okay, you're clear to pass",
\voice\flags\clear_to_overtake:2.wav,we can overtake this guy,
\voice\flags\clear_to_overtake:3.wav,"okay, you can overtake",
\voice\flags\double_yellow_flag:1.wav,"we got double yellows, double yellows",
\voice\flags\double_yellow_flag:2.wav,"double yellow flag, keep an eye out, mate",
\voice\flags\double_yellow_flag:3.wav,"double yellows, watch out",
\voice\flags\fc_yellow_green_flag:1.wav,"green, green, green, let's go",
\voice\flags\fc_yellow_green_flag:2.wav,"green flag, we're racing",
\voice\flags\fc_yellow_green_flag:3.wav,green flag,
\voice\flags\fc_yellow_in_progress_eu:1.wav,we're running behind the safety car,
\voice\flags\fc_yellow_in_progress_eu:2.wav,the safety car's out,
\voice\flags\fc_yellow_in_progress_eu:3.wav,safety car phase,
\voice\flags\fc_yellow_in_progress_eu:4.wav,the safety car's out,
\voice\flags\fc_yellow_in_progress_eu:5.wav,"yellow flag, the safety car's out",
\voice\flags\fc_yellow_in_progress_eu:6.wav,"the safety car's out, yellow flag",
\voice\flags\fc_yellow_in_progress_eu:7.wav,"yellow flag, safety car is out",
\voice\flags\fc_yellow_in_progress_eu:8.wav,"yellow flag, safety car phase",
\voice\flags\fc_yellow_in_progress_usa:1.wav,"we're under caution, the pace car is out",
\voice\flags\fc_yellow_in_progress_usa:2.wav,"full course yellow, pace car is out",
\voice\flags\fc_yellow_in_progress_usa:3.wav,"full course yellow, we're under caution",
\voice\flags\fc_yellow_in_progress_usa:4.wav,"full course yellow, pace car is out",
\voice\flags\fc_yellow_in_progress_usa:5.wav,"we're under caution, full course yellow",
\voice\flags\fc_yellow_in_progress_usa:6.wav,"full course yellow, pace car is out",
\voice\flags\fc_yellow_in_progress_usa:7.wav,"we're under caution, full course yellow",
\voice\flags\fc_yellow_last_lap_current:1.wav,safety car in this lap,
\voice\flags\fc_yellow_last_lap_current:2.wav,we're going green next time by,
\voice\flags\fc_yellow_last_lap_current:3_op_prefix_ok.wav,"get ready, race will resume at the end of this lap",
\voice\flags\fc_yellow_last_lap_current_eu:1.wav,safety car in this lap,
\voice\flags\fc_yellow_last_lap_current_eu:2.wav,we're going green next time by,
\voice\flags\fc_yellow_last_lap_current_eu:3_op_prefix_ok.wav,"get ready, race will resume at the end of this lap",
\voice\flags\fc_yellow_last_lap_current_usa:1.wav,pace car's coming in this lap,
\voice\flags\fc_yellow_last_lap_current_usa:2.wav,we're going green next time by,
\voice\flags\fc_yellow_last_lap_current_usa:3_op_prefix_ok.wav,"get ready, race will resume at the end of this lap",
\voice\flags\fc_yellow_last_lap_current_usa:4.wav,pace car's in this lap,
\voice\flags\fc_yellow_last_lap_next:1_op_prefix_ok.wav,safety car in at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next:2.wav,rare will resume at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next:3.wav,safety car in at end of next lap,
\voice\flags\fc_yellow_last_lap_next_eu:1_op_prefix_ok.wav,safety car in at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next_eu:2.wav,race will resume at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next_eu:3.wav,safety car in at end of next lap,
\voice\flags\fc_yellow_last_lap_next_usa:1.wav,pace car's in at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next_usa:2.wav,race will resume at the end of the next lap,
\voice\flags\fc_yellow_last_lap_next_usa:3.wav,pace car's coming in end of next lap,
\voice\flags\fc_yellow_pits_closed:1.wav,"we're under caution, pits closed",
\voice\flags\fc_yellow_pits_closed:2.wav,"full course yellow, pits are closed",
\voice\flags\fc_yellow_pits_closed_eu:1.wav,"safety car's out, pits are closed",
\voice\flags\fc_yellow_pits_closed_eu:2.wav,"full course yellow, pits are closed",
\voice\flags\fc_yellow_pits_closed_eu:3.wav,"safety car's out, pits are closed",
\voice\flags\fc_yellow_pits_closed_usa:1.wav,"pace car is out, pits are closed",
\voice\flags\fc_yellow_pits_closed_usa:2.wav,"we're under caution, pits are closed",
\voice\flags\fc_yellow_pits_closed_usa:3.wav,"we're under caution, pits closed",
\voice\flags\fc_yellow_pits_open:1.wav,"safety car is out, pits are now open",
\voice\flags\fc_yellow_pits_open:2.wav,"full course yellow, pits are open",
\voice\flags\fc_yellow_pits_open:3.wav,pits are open,
\voice\flags\fc_yellow_pits_open_eu:1.wav,"safety car is out, pits are now open",
\voice\flags\fc_yellow_pits_open_eu:3.wav,pits are open,
\voice\flags\fc_yellow_pits_open_lead_lap_cars:1.wav,"safety car is out, pits open to lead lap vehicles only",
\voice\flags\fc_yellow_pits_open_lead_lap_cars:2.wav,"full course yellow, lead lap vehicles can now pit",
\voice\flags\fc_yellow_pits_open_lead_lap_cars_eu:1.wav,"safety car is out, pits open to lead lap vehicles only",
\voice\flags\fc_yellow_pits_open_lead_lap_cars_eu:2.wav,"full course yellow, lead lap vehicles can now pit",
\voice\flags\fc_yellow_pits_open_lead_lap_cars_usa:1.wav,"we're under caution, pits are open to lead lap cars",
\voice\flags\fc_yellow_pits_open_lead_lap_cars_usa:2.wav,"pace car still out, lead lap cars can pit",
\voice\flags\fc_yellow_pits_open_usa:2.wav,"full course yellow, pits are open",
\voice\flags\fc_yellow_pits_open_usa:3.wav,pits are open,
\voice\flags\fc_yellow_prepare_for_green:1_op_prefix_ok.wav,"get ready, safety car's coming in",
\voice\flags\fc_yellow_prepare_for_green:2.wav,"heads up, prepare for green flag",
\voice\flags\fc_yellow_prepare_for_green:3_op_prefix_ok.wav,"be ready, we're going green",
\voice\flags\fc_yellow_prepare_for_green_eu:1_op_prefix_ok.wav,"get ready, safety car's coming in",
\voice\flags\fc_yellow_prepare_for_green_eu:2.wav,"heads up, prepare for green flag",
\voice\flags\fc_yellow_prepare_for_green_eu:3_op_prefix_ok.wav,"be ready, we're going green",
\voice\flags\fc_yellow_prepare_for_green_usa:1.wav,"pace car's coming in, be ready",
\voice\flags\fc_yellow_prepare_for_green_usa:2.wav,"heads up, prepare for green flag",
\voice\flags\fc_yellow_prepare_for_green_usa:3_op_prefix_ok.wav,"be ready, we're going green",
\voice\flags\fc_yellow_prepare_for_green_usa:4.wav,"pace car's coming in, get ready",
\voice\flags\fc_yellow_start:1.wav,safety car out,
\voice\flags\fc_yellow_start:2.wav,safety car deployed,
\voice\flags\fc_yellow_start:3.wav,"safety car out, we're under caution",
\voice\flags\fc_yellow_start:4.wav,"full course yellow, safety car's coming out",
\voice\flags\fc_yellow_start:5.wav,"safety car's coming out, full course yellow",
\voice\flags\fc_yellow_start:6.wav,"safety car out, we're under caution",
\voice\flags\fc_yellow_start_eu:1.wav,safety car out,
\voice\flags\fc_yellow_start_eu:2.wav,safety car deployed,
\voice\flags\fc_yellow_start_eu:3.wav,"safety car's coming out, yellow flag",
\voice\flags\fc_yellow_start_eu:4.wav,"full course yellow, safety car's coming out",
\voice\flags\fc_yellow_start_eu:5.wav,"safety car's coming out, full course yellow",
\voice\flags\fc_yellow_start_eu:6.wav,"yellow flag, safety car is out",
\voice\flags\fc_yellow_start_eu:7.wav,"safety car's out, full course yellow",
\voice\flags\fc_yellow_start_eu_no_safetycar:1.wav,"full course yellow, watch out",
\voice\flags\fc_yellow_start_eu_no_safetycar:2.wav,"full course yellow, be careful",
\voice\flags\fc_yellow_start_eu_no_safetycar:3.wav,"full course yellow, watch out",
\voice\flags\fc_yellow_start_eu_no_safetycar:4.wav,we got a full course yellow,
\voice\flags\fc_yellow_start_eu_no_safetycar:5.wav,"full course yellow, watch out",
\voice\flags\fc_yellow_start_usa:1.wav,"pace car's out, we're under caution",
\voice\flags\fc_yellow_start_usa:2.wav,"pace car is out, we're under caution",
\voice\flags\fc_yellow_start_usa:3.wav,pace car's out,
\voice\flags\fc_yellow_start_usa_no_safetycar:1.wav,"full course caution, be careful",
\voice\flags\fc_yellow_start_usa_no_safetycar:2.wav,"full course caution, watch out",
\voice\flags\fc_yellow_start_usa_no_safetycar:3.wav,"be careful, we got a full course caution",
\voice\flags\fc_yellow_start_usa_no_safetycar:4.wav,full course caution,
\voice\flags\fc_yellow_start_usa_no_safetycar:5.wav,"we got a full course caution, watch out",
\voice\flags\give_one_position_back_first_warning:1_op_prefix_ok.wav,we need to give this place back,
\voice\flags\give_one_position_back_first_warning:2.wav,"you've passed under yellow, give the place back",
\voice\flags\give_one_position_back_first_warning:3_op_suffix_please.wav,give this place back,
\voice\flags\give_one_position_back_next_warning:1.wav,we still need to give one place back,
\voice\flags\give_one_position_back_next_warning:2.wav,we need to let this guy through,
\voice\flags\give_one_position_back_next_warning:3.wav,we need to give up one more position,
\voice\flags\give_positions_back_completed:1.wav,"okay, we're all good now",
\voice\flags\give_positions_back_completed:2.wav,"okay, all sorted",
\voice\flags\give_positions_back_completed:3.wav,"okay, that's enough",
\voice\flags\give_positions_back_first_warning_intro:1.wav,"okay, you've passed under yellow, you need to give back",
\voice\flags\give_positions_back_first_warning_intro:2_op_prefix_ok.wav,"you've passed under yellow, you need to give back",
\voice\flags\give_positions_back_first_warning_intro:3.wav,"you've passed under yellow flag, you need to give back",
\voice\flags\give_positions_back_first_warning_outro:1.wav,"positions, or we'll be black flagged",
\voice\flags\give_positions_back_first_warning_outro:2.wav,places or we'll get a penalty,
\voice\flags\give_positions_back_first_warning_outro:3.wav,positions or we'll be penalized,
\voice\flags\give_positions_back_next_warning_intro:1.wav,we still need to give back,
\voice\flags\give_positions_back_next_warning_intro:2.wav,we still need to give back,
\voice\flags\give_positions_back_next_warning_intro:3.wav,we still need to give up,
\voice\flags\give_positions_back_next_warning_outro:1_op_suffix_please.wav,positions,
\voice\flags\give_positions_back_next_warning_outro:2.wav,places,
\voice\flags\give_positions_back_next_warning_outro:3.wav,positions,
\voice\flags\green_flag_sector_1:1.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:2.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:3.wav,sector 1 is clear,
\voice\flags\green_flag_sector_1:4.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:5.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:6.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:7.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_1:8.wav,"green flag, sector 1",
\voice\flags\green_flag_sector_2:1.wav,green flag sector 2,
\voice\flags\green_flag_sector_2:2.wav,green flag sector 2,
